,head,variable,value
87,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_2
88,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi1257
89,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi4
90,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1740
91,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi318
92,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,l_text_topics,topic_6
93,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi0
94,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi2014
95,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1756
96,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi1434
97,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,concept_vocab_index,vi435
98,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,l_text_topics,topic_0
99,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi1926
100,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi997
101,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi1003
102,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,level,level_1
103,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1842
104,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi388
105,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi827
106,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,l_text_topics,topic_2
107,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1740
108,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi192
109,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1073
110,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi192
111,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1552
112,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi665
113,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi903
114,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi751
115,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,concept_vocab_index,vi460
116,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi471
117,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi598
118,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1945
119,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi997
120,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi951
121,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi173
122,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi392
123,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi1060
124,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1132
125,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,l_text_topics,topic_8
126,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi175
127,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi831
128,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1842
129,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi318
130,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi197
131,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1754
132,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi1434
133,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi173
134,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1075
135,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi1200
136,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi339
137,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi564
138,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,concept_vocab_index,vi1945
139,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,l_text_topics,topic_13
140,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi1056
141,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,concept_vocab_index,vi1461
142,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi1144
143,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi2014
144,Course1_W7-S1-L3_Features_in_Log-Linear_Models_Part_1_13-56,concept_vocab_index,vi1566
145,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_5
146,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1740
147,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi401
148,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,level,level_1
149,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi179
150,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,l_text_topics,topic_8
151,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,l_text_topics,topic_5
152,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,l_text_topics,topic_3
153,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,concept_vocab_index,vi653
154,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,prerequisite,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22
155,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi1200
156,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi1073
157,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1003
158,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi662
159,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi1789
160,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi352
161,Course1_W8-S1-L8_Summary_2-45,l_text_topics,topic_3
162,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi0
163,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi675
164,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi192
165,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,l_text_topics,topic_5
166,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi0
167,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi1132
168,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi1063
169,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi283
170,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi81
171,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi1209
172,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi892
173,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi92
174,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1960
175,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi435
176,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,prerequisite,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44
177,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,level,level_3
178,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1376
179,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,prerequisite,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38
180,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,concept_vocab_index,vi145
181,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi675
182,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,l_text_topics,topic_11
183,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi1441
184,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1880
185,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,l_text_topics,topic_3
186,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi845
187,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1503
188,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi1132
189,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi378
190,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi204
191,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi1003
192,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi361
193,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi478
194,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1611
195,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1842
196,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi598
197,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi1587
198,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1132
199,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,prerequisite,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07
200,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1893
201,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1003
202,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi1324
203,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi672
204,Course1_W5-S2-L4_IBM_Model_2_11-27,concept_vocab_index,vi378
205,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1887
206,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi903
207,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi1740
208,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi641
209,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi192
210,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi0
211,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,concept_vocab_index,vi4
212,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi0
213,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi299
214,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,l_text_topics,topic_4
215,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi1673
216,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi2039
217,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,l_text_topics,topic_14
218,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi528
219,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,concept_vocab_index,vi460
220,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,l_text_topics,topic_3
221,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi892
222,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi1416
223,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1046
224,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi517
225,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi688
226,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi1132
227,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,concept_vocab_index,vi1168
228,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi142
229,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi52
230,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi173
231,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1893
232,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1349
233,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi2014
234,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi126
235,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi751
236,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,concept_vocab_index,vi1454
237,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi675
238,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi785
239,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1552
240,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,concept_vocab_index,vi192
241,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,concept_vocab_index,vi173
242,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi282
243,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi204
244,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,prerequisite,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59
245,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi986
246,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi32
247,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi1282
248,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,concept_vocab_index,vi2014
249,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,concept_vocab_index,vi1813
250,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi1200
251,Course2_W4-S1-L5_Generative_vs,concept_vocab_index,vi283
252,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi675
253,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi5
254,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1611
255,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,concept_vocab_index,vi81
256,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi1200
257,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi1503
258,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,concept_vocab_index,vi1200
259,Course1_W8-S1-L7_An_Example_Application_9-28,concept_vocab_index,vi263
260,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1125
261,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi378
262,Course1_W5-S2-L9_Summary_1-48,concept_vocab_index,vi288
263,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi1003
264,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi81
265,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi1789
266,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,concept_vocab_index,vi1200
267,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi1313
268,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi249
269,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi1003
270,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1393
271,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi1840
272,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi1420
273,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi2039
274,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi1132
275,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,concept_vocab_index,vi672
