Unnamed: 0,head,variable,value,prob
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi38,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1602,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1919,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1177,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi605,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi124,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi787,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi361,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1921,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi805,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1183,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi379,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1430,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi835,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1864,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi173,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1477,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi582,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1677,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi495,0.0606060606060606
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi1251,0.0606060606060606
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1073,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi2023,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi127,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi663,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1522,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi63,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1811,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1046,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi173,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi247,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1688,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1031,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi534,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi335,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi124,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi582,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1477,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1279,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1423,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi702,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi915,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1638,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi262,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1785,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1921,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi361,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi724,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1183,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi41,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1410,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1579,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi605,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1759,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi301,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1677,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1139,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1786,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1935,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi363,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1976,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1202,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1392,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1779,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi806,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1218,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi771,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi863,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi1390,0.1313131313131313
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi2053,0.1313131313131313
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1642,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi2023,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi835,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1864,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1522,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi63,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1811,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1203,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1477,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1279,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1046,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1655,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1007,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi173,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1921,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi124,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi438,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi944,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1410,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi361,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi771,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi2034,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi19,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1250,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi724,0.0606060606060606
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,concept_vocab_index,vi1218,0.0606060606060606
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi301,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi622,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2023,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1579,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi19,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi72,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2034,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1250,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1642,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1073,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1069,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2056,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1732,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2011,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi294,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi582,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi835,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1864,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1811,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1672,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1149,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1677,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1423,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1620,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi361,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi261,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1424,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1046,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi605,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1390,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi663,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1133,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2062,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi124,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi472,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2066,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1477,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1410,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi173,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1007,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi2053,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi335,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1218,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi702,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi724,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi806,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi42,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi63,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1279,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1141,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi765,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi566,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1203,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi786,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi872,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi97,0.0303030303030303
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi1759,0.0303030303030303
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1991,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi2023,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1642,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1033,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi799,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi724,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi124,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1046,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1477,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi63,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1410,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi97,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1976,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1579,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi750,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi944,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi771,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi78,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi466,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1674,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1166,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi2011,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi806,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1218,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi582,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi463,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi495,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1141,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi801,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1149,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1756,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi103,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1864,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1630,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1247,0.0101010101010101
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1397,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi97,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1059,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi801,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1976,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi124,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi799,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi724,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi103,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1674,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi806,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1218,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi463,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1991,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi582,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1630,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1961,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi159,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi702,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1203,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1921,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi771,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi2023,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1007,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi173,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi438,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1655,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi944,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1141,0.0101010101010101
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1642,0.0101010101010101
